GOLD Project ID,Project Name,Project Status,Add Date,Sequencing Strategy
Gp0812633 ,"Freshwater microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20230821.EPILITHON.8.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0823162 ,"Freshwater microbial communities from Toolik Lake NEON Field Site, Alaska, USA - TOOK.C0.20230207.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823163 ,"Freshwater microbial communities from Toolik Lake NEON Field Site, Alaska, USA - TOOK.C0.20230502.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0882695 ,"Freshwater microbial communities from Toolik Lake NEON Field Site, Alaska, USA - TOOK.C1.20240812.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882696 ,"Freshwater microbial communities from Toolik Lake NEON Field Site, Alaska, USA - TOOK.C2.20240812.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0885418 ,"Freshwater microbial communities from Toolik Lake NEON Field Site, Alaska, USA - TOOK.IF.20240812.MET-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0882697 ,"Freshwater microbial communities from Toolik Lake NEON Field Site, Alaska, USA - TOOK.OT.20240812.MET-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0812601 ,"Freshwater microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.SS.20230710.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879001 ,"Freshwater microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.SS.20240708.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812665 ,"Freshwater microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20230815.EPILITHON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812666 ,"Freshwater microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20230815.EPILITHON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812667 ,"Freshwater microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20230815.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812668 ,"Freshwater microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20230815.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812669 ,"Freshwater microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20230815.EPILITHON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812670 ,"Freshwater microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20230815.EPIPSAMMON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812671 ,"Freshwater microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20230815.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812664 ,"Freshwater microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.SS.20230718.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0885409 ,"Freshwater microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.SS.20240716.ARC-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885414 ,"Freshwater sediment microbial communities from Big Creek NEON Field Site, Shaver Lake, CA, USA - BIGC.20240731.EPIPSAMMON.4.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0823170 ,"Freshwater sediment microbial communities from Le Conte Creek NEON Field Site, Gatlinburg, TN, USA - LECO.20230329.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823182 ,"Freshwater sediment microbial communities from Le Conte Creek NEON Field Site, Gatlinburg, TN, USA - LECO.20230906.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823183 ,"Freshwater sediment microbial communities from Le Conte Creek NEON Field Site, Gatlinburg, TN, USA - LECO.20231018.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823171 ,"Freshwater sediment microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.20230417.EPIPSAMMON.1.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823172 ,"Freshwater sediment microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.20230417.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0885425 ,"Freshwater sediment microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.20240429.EPIPSAMMON.1.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885426 ,"Freshwater sediment microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.20240429.EPIPSAMMON.2.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885427 ,"Freshwater sediment microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.20240429.EPIPSAMMON.3.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885429 ,"Freshwater sediment microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.20240930.EPIPSAMMON.1.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885430 ,"Freshwater sediment microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.20240930.EPIPSAMMON.2.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885431 ,"Freshwater sediment microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.20240930.EPIPSAMMON.3.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885415 ,"Freshwater sediment microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20240417.EPIPSAMMON.1.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885416 ,"Freshwater sediment microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20240417.EPIPSAMMON.2.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885417 ,"Freshwater sediment microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20240417.EPIPSAMMON.3.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0823169 ,"Freshwater sediment microbial communities from Pringle Creek NEON Field Site, Wise County, Texas, USA - PRIN.20230328.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0885411 ,"Freshwater sediment microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20240805.EPIPSAMMON.1.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885412 ,"Freshwater sediment microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20240805.EPIPSAMMON.3.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885413 ,"Freshwater sediment microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20240805.EPIPSAMMON.5.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885404 ,"Freshwater sediment microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20240813.EPILITHON.1.ARC-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885405 ,"Freshwater sediment microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20240813.EPILITHON.2.ARC-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885406 ,"Freshwater sediment microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20240813.EPILITHON.3.ARC-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885407 ,"Freshwater sediment microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20240813.EPILITHON.4.ARC-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885408 ,"Freshwater sediment microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20240813.EPILITHON.5.ARC-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0798342 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA - BONA_001-O-20230710-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome 
Gp0798343 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA - BONA_002-O-20230711-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798344 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA - BONA_004-O-20230712-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798345 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA - BONA_006-O-20230710-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798346 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA - BONA_009-O-20230711-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798347 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA - BONA_013-O-20230710-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798348 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA - BONA_070-O-20230712-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798349 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA - BONA_071-O-20230711-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798350 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA - BONA_080-O-20230713-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798351 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA - BONA_084-O-20230713-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868876 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_001-M-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868877 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_001-O-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868878 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_002-M-20240709-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868879 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_002-O-20240709-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868880 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_004-M-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868881 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_004-O-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868882 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_006-M-20240711-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868883 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_006-O-20240711-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868884 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_009-M-20240712-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869087 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_009-O-20240712-COMP-DNA2 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868885 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_013-M-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868886 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_013-O-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868887 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_070-M-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868888 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_070-O-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868889 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_071-M-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868890 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_071-O-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868891 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_080-M-20240709-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868892 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_080-O-20240709-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868893 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_084-M-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868894 ,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA - BONA_084-O-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0820667 ,"Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_001-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0868947 ,"Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_001-M-20240701-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868948 ,"Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_002-M-20240701-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868949 ,"Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_003-M-20240701-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868950 ,"Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_004-M-20240701-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868951 ,"Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_005-M-20240703-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868952 ,"Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_006-M-20240703-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868953 ,"Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_045-M-20240701-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868954 ,"Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_046-M-20240701-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868955 ,"Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_047-M-20240701-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868956 ,"Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_048-M-20240701-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798352 ,"Soil microbial communities from Central Plains Experimental Range, Nunn, Colorado, USA - CPER_002-M-20230628-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798353 ,"Soil microbial communities from Central Plains Experimental Range, Nunn, Colorado, USA - CPER_003-M-20230628-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798354 ,"Soil microbial communities from Central Plains Experimental Range, Nunn, Colorado, USA - CPER_004-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798355 ,"Soil microbial communities from Central Plains Experimental Range, Nunn, Colorado, USA - CPER_005-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798356 ,"Soil microbial communities from Central Plains Experimental Range, Nunn, Colorado, USA - CPER_006-M-20230628-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798357 ,"Soil microbial communities from Central Plains Experimental Range, Nunn, Colorado, USA - CPER_045-M-20230628-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798358 ,"Soil microbial communities from Central Plains Experimental Range, Nunn, Colorado, USA - CPER_046-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798359 ,"Soil microbial communities from Central Plains Experimental Range, Nunn, Colorado, USA - CPER_047-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798360 ,"Soil microbial communities from Central Plains Experimental Range, Nunn, Colorado, USA - CPER_048-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798508 ,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_001-M-20230704-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798507 ,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_002-M-20230705-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798506 ,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_003-M-20230705-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798505 ,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_004-M-20230704-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798504 ,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_005-M-20230705-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798503 ,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_024-M-20230703-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798502 ,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_024-O-20230703-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798501 ,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_042-M-20230704-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798500 ,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_043-M-20230704-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798499 ,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_044-M-20230703-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798498 ,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_045-M-20230703-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
